year,name,xc,yc,a,b,color
581,Merkur,-0.04564298316390472,-0.06554272887907212,0.3807957232644552,0.38244155360638143,#aaaaaa
581,Venus,0.0019789609988746268,-0.005014991041160348,0.7222893432465207,0.7230940571718494,#f5deb3
581,Erde,-0.0034145222792960482,-0.016957654294091903,0.9998525993021534,1.0000018139112554,#1f77b4
581,Mars,-0.09036039377220291,0.10755063683702477,1.519534163349086,1.5205643069977404,#ff6347
581,Jupiter,-0.23487259930972654,0.03528049019289388,5.201004191481153,5.197198196271447,#d2b48c
581,Saturn,-0.23958290756409634,-0.5391107317918127,9.512018055446067,9.551715781803063,#f0e68c
581,Uranus,0.759008752245678,-0.40549313993321817,19.19018308532527,19.174684977817513,#add8e6
581,Neptun,-0.2230696544166114,-0.13271874325028815,30.050067756851295,30.05847818466069,#4169e1
582,Merkur,-0.04562695693641671,-0.06555371389362834,0.3807939764512449,0.3824451021160262,#aaaaaa
582,Venus,0.0019750628373481176,-0.005006554818280967,0.7222929442972457,0.7230839304084158,#f5deb3
582,Erde,-0.0034150481557835783,-0.016948630121029488,0.9998497321277995,0.9999920903694646,#1f77b4
582,Mars,-0.09032036758618116,0.10744234008998295,1.519594444039225,1.5205355062270263,#ff6347
582,Jupiter,-0.235795651208389,0.03531758381723664,5.202383362999261,5.196753192594793,#d2b48c
582,Saturn,-0.23727554262218403,-0.5401149428423091,9.514938735836854,9.551273942545828,#f0e68c
582,Uranus,0.7591320596310829,-0.4055438556542738,19.190346843427346,19.174653117337158,#add8e6
582,Neptun,-0.22307671972889676,-0.13274307242343783,30.050076895262258,30.058443861969653,#4169e1
583,Merkur,-0.04560685411749644,-0.06556955419653634,0.38079318505907755,0.3824468499982432,#aaaaaa
583,Venus,0.0019672287672972085,-0.0050517705625156804,0.7222960117952524,0.7230887332692149,#f5deb3
583,Erde,-0.0033975804815156363,-0.016935256693732213,0.9998523098072811,0.9999933734059445,#1f77b4
583,Mars,-0.09033051736357588,0.10741136269721782,1.5196333168751086,1.5204796537328233,#ff6347
583,Jupiter,-0.2366264041324669,0.0348951485337139,5.203404938251575,5.196667977395885,#d2b48c
583,Saturn,-0.23496271401452384,-0.540596557374972,9.518243838112646,9.550306954793143,#f0e68c
583,Uranus,0.759310529196114,-0.405603695740561,19.190594914108523,19.174591821837105,#add8e6
583,Neptun,-0.2230867688309343,-0.13277978453345182,30.050091397875445,30.058391540482184,#4169e1
584,Merkur,-0.04558638653102299,-0.06558545675265108,0.3807900400322264,0.38244910918305286,#aaaaaa
584,Venus,0.0019738057027569806,-0.0050273952984440816,0.7223040118189115,0.7231026894031563,#f5deb3
584,Erde,-0.003377878226376057,-0.016962011583414368,0.9998619665836679,0.9999802970312677,#1f77b4
584,Mars,-0.09033016820691651,0.1074349723139556,1.5196357586328006,1.5204622366784362,#ff6347
584,Jupiter,-0.23698873891392044,0.03437868288871029,5.203516682008835,5.197183371181992,#d2b48c
